Institution ID,Inst CRM ID,Dept Name,Department ID
Trinity Christian College,EBBEF54E-895B-E911-8106-000C29A8E632,Special Education,8332
Trinity Christian College,EBBEF54E-895B-E911-8106-000C29A8E632,Registered Course,10051
Troy University,3DAAEF10-8A5B-E911-8106-000C29A8E632,Psychology,8542
Troy University,3DAAEF10-8A5B-E911-8106-000C29A8E632,Registered Course,10052
Universidad AutÃ³noma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Social Sciences,9005
Universidad Autónoma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Social Sciences,8905
Universidad Autónoma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Registered Course,10053
Universidad Compultense De Madrid,7A79D63D-8B5B-E911-8106-000C29A8E632,Facultad de Educacion - Abascool,8310
Universidad Compultense De Madrid,7A79D63D-8B5B-E911-8106-000C29A8E632,Registered Course,10054
Universidad del Istmo de Guatemala,A9FF3A63-8B5B-E911-8106-000C29A8E632,Education,8454
Universidad del Istmo de Guatemala,A9FF3A63-8B5B-E911-8106-000C29A8E632,Registered Course,10055
Universidad Iberoamericana,21B8E3EC-8B5B-E911-8106-000C29A8E632,Education,8229
Universidad Iberoamericana,21B8E3EC-8B5B-E911-8106-000C29A8E632,Registered Course,10056
Universidade de São Paulo,B613E85F-6200-E411-BEB5-00505683000D,Registered Course,10057
Universidade de São Paulo,B613E85F-6200-E411-BEB5-00505683000D,Behavior Analysis,11209
Universidade de SÃ£o Paulo,B613E85F-6200-E411-BEB5-00505683000D,Behavior Analysis,9008
Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Department of General Psychology and Behavior Analysis,8526
Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Registered Course,10058
Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Behavior Analysis,11507
Universidade Federal do Pará,,Registered Course,10059
Universidade Federal do Pará,,,11966
University of Alaska Anchorage,E70337A3-8C5B-E911-8106-000C29A8E632,Psychology,8481
University of Alaska Anchorage,E70337A3-8C5B-E911-8106-000C29A8E632,Registered Course,10061
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Curriculum and Instruction,8637
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Disability and Psychoeducational Studies,8643
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Registered Course,10062
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Special Education,11707
University of Arkansas,11595CC4-8C5B-E911-8106-000C29A8E632,Special Education,8290
University of Arkansas,11595CC4-8C5B-E911-8106-000C29A8E632,Registered Course,10063
University of Auckland,CE13E85F-6200-E411-BEB5-00505683000D,Education,8633
University of Auckland,CE13E85F-6200-E411-BEB5-00505683000D,Psychology,8549
University of Auckland,CE13E85F-6200-E411-BEB5-00505683000D,Registered Course,10064
University of British Columbia,4C2F0D18-A766-E911-8106-000C29A8E632,Education,8227
University of British Columbia,4C2F0D18-A766-E911-8106-000C29A8E632,Registered Course,10065
University of California Los Angeles,,Registered Course,10066
University of California Los Angeles,,,11968
University of California Riverside,BD07D170-8E5B-E911-8106-000C29A8E632,Graduate School of Education,8448
University of California Riverside,BD07D170-8E5B-E911-8106-000C29A8E632,Registered Course,10067
University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,UC Santa Barbara Extension,8322
University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,Education,8653
University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,Registered Course,10068
University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,School of Teacher Education,8278
University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,Registered Course,10069
University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,,11969
University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,Psychology,8413
University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,Psychological Science,8260
University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,Registered Course,10070
University of Central Oklahoma,0F299124-915B-E911-8106-000C29A8E632,Psychology,8364
University of Central Oklahoma,0F299124-915B-E911-8106-000C29A8E632,Registered Course,10071
University of Cincinnati,CC4FA898-9EB0-E411-B490-0050569C00A7,Education,8494
University of Cincinnati,CC4FA898-9EB0-E411-B490-0050569C00A7,Registered Course,10072
University of Colorado Denver,933CCB8E-915B-E911-8106-000C29A8E632,Continuing and Professional Education,8640
University of Colorado Denver,933CCB8E-915B-E911-8106-000C29A8E632,Special Education,8621
University of Colorado Denver,933CCB8E-915B-E911-8106-000C29A8E632,Registered Course,10073
University of Colorado Denver,933CCB8E-915B-E911-8106-000C29A8E632,,11970
University of Connecticut,,Registered Course,10074
University of Connecticut,,,11971
University of Dayton,EABE1A2A-95FF-E711-858C-0050569C00A7,Psychology,8635
University of Dayton,EABE1A2A-95FF-E711-858C-0050569C00A7,Registered Course,10075
University of Denver,,Registered Course,10076
University of Denver,,,11972
University of Dublin Trinity College,114F02EF-915B-E911-8106-000C29A8E632,School of Psychology,8320
University of Dublin Trinity College,114F02EF-915B-E911-8106-000C29A8E632,Psychology,8583
University of Dublin Trinity College,114F02EF-915B-E911-8106-000C29A8E632,Registered Course,10077
University of Florida,DF13E85F-6200-E411-BEB5-00505683000D,Psychology,8286
University of Florida,DF13E85F-6200-E411-BEB5-00505683000D,Registered Course,10078
University of Gdansk,2941B958-925B-E911-8106-000C29A8E632,Psychology,8319
University of Gdansk,2941B958-925B-E911-8106-000C29A8E632,Registered Course,10079
University of Georgia,E313E85F-6200-E411-BEB5-00505683000D,Communication Sciences and Special Education,8486
University of Georgia,E313E85F-6200-E411-BEB5-00505683000D,Communication Science and Special Education,8502
University of Georgia,E313E85F-6200-E411-BEB5-00505683000D,Registered Course,10080
University of Georgia,E313E85F-6200-E411-BEB5-00505683000D,Special Education,10807
University of Hawaii Manoa,795FC571-08B2-E411-B490-0050569C00A7,Special Education,8436
University of Hawaii Manoa,795FC571-08B2-E411-B490-0050569C00A7,Registered Course,10081
University of Hawaii Manoa,795FC571-08B2-E411-B490-0050569C00A7,,11973
University of Houston Clear Lake,E5CF252B-4DA7-E611-A5C2-0050569C00A7,Clinical Health and Applied Sciences,8289
University of Houston Clear Lake,E5CF252B-4DA7-E611-A5C2-0050569C00A7,"Clinical, Health, and Applied Sciences",8605
University of Houston Clear Lake,E5CF252B-4DA7-E611-A5C2-0050569C00A7,Registered Course,10082
University of Houston Victoria,588923A5-925B-E911-8106-000C29A8E632,Education,8306
University of Houston Victoria,588923A5-925B-E911-8106-000C29A8E632,Registered Course,10083
University of Illinois,E9C11AE7-925B-E911-8106-000C29A8E632,Department of Special Education,8404
University of Illinois,E9C11AE7-925B-E911-8106-000C29A8E632,Registered Course,10084
University of Illinois at Urbana-Champaign,,Registered Course,10085
University of Illinois at Urbana-Champaign,,,11974
University of Iowa,CA721018-935B-E911-8106-000C29A8E632,Teaching and Learning,8501
University of Iowa,CA721018-935B-E911-8106-000C29A8E632,Registered Course,10086
University of Iowa,CA721018-935B-E911-8106-000C29A8E632,,11975
University of Kansas,EF13E85F-6200-E411-BEB5-00505683000D,Behavior Analysis,8204
University of Kansas,EF13E85F-6200-E411-BEB5-00505683000D,Applied Behavioral Science,8366
University of Kansas,EF13E85F-6200-E411-BEB5-00505683000D,Registered Course,10087
University of Kent,60929749-935B-E911-8106-000C29A8E632,"School of Social Policy, Sociology, and Social Research",8209
University of Kent,60929749-935B-E911-8106-000C29A8E632,"Social Policy, Sociology, and Social Research",8262
University of Kent,60929749-935B-E911-8106-000C29A8E632,Registered Course,10088
University of Kentucky,FB13E85F-6200-E411-BEB5-00505683000D,Special Education,8563
University of Kentucky,FB13E85F-6200-E411-BEB5-00505683000D,Registered Course,10089
University of Kentucky,FB13E85F-6200-E411-BEB5-00505683000D,,11976
University of Lille,C3440377-935B-E911-8106-000C29A8E632,Psychology,8515
University of Lille,C3440377-935B-E911-8106-000C29A8E632,Registered Course,10090
University of Lille,C3440377-935B-E911-8106-000C29A8E632,,11977
University of Louisville,6C38A0C5-935B-E911-8106-000C29A8E632,Special Education,8540
University of Louisville,6C38A0C5-935B-E911-8106-000C29A8E632,Registered Course,10091
University of Maine Farmington,,Registered Course,10092
University of Maine Farmington,,,11978
University of Manitoba,FC13E85F-6200-E411-BEB5-00505683000D,Psychology,8422
University of Manitoba,FC13E85F-6200-E411-BEB5-00505683000D,Registered Course,10093
University of Manitoba,FC13E85F-6200-E411-BEB5-00505683000D,,11979
University of Mary Washington,,Registered Course,10094
University of Mary Washington,,,11980
University of Maryland,,Registered Course,10095
University of Maryland,,,11981
University of Maryland Baltimore County,D5A82C5C-945B-E911-8106-000C29A8E632,Psychology,8321
University of Maryland Baltimore County,D5A82C5C-945B-E911-8106-000C29A8E632,Registered Course,10096
University of Massachusetts Boston,AB6DE37D-945B-E911-8106-000C29A8E632,"College of Advancing and Professional Studies, and Center for Social Development and Education",8316
University of Massachusetts Boston,AB6DE37D-945B-E911-8106-000C29A8E632,Psychology,8701
University of Massachusetts Boston,AB6DE37D-945B-E911-8106-000C29A8E632,Registered Course,10097
University of Massachusetts Boston,AB6DE37D-945B-E911-8106-000C29A8E632,,11982
University of Massachusetts Dartmouth,9FED46E7-945B-E911-8106-000C29A8E632,Psychology,8328
University of Massachusetts Dartmouth,9FED46E7-945B-E911-8106-000C29A8E632,Registered Course,10098
University of Massachusetts Lowell,F14FE5A8-FCB1-E411-B490-0050569C00A7,Psychology,8292
University of Massachusetts Lowell,F14FE5A8-FCB1-E411-B490-0050569C00A7,Registered Course,10099
University of Massachusetts Lowell,F14FE5A8-FCB1-E411-B490-0050569C00A7,,11983
University of Memphis,0314E85F-6200-E411-BEB5-00505683000D,Instruction and Curriculum Leadership,8462
University of Memphis,0314E85F-6200-E411-BEB5-00505683000D,Registered Course,10100
University of Miami,604A7EEE-093C-E711-B5CE-0050569C00A7,UnNamedDepartment,8357
University of Miami,604A7EEE-093C-E711-B5CE-0050569C00A7,Psychology,8208
University of Miami,604A7EEE-093C-E711-B5CE-0050569C00A7,Registered Course,10101
University of Michigan - Dearborn,9CEDCDCC-965B-E911-8106-000C29A8E632,"College of Education, Health, and Human Services, Department of Education",8270
University of Michigan - Dearborn,9CEDCDCC-965B-E911-8106-000C29A8E632,Education,8283
University of Michigan - Dearborn,9CEDCDCC-965B-E911-8106-000C29A8E632,Registered Course,10102
University of Minnesota,0514E85F-6200-E411-BEB5-00505683000D,Education,8238
University of Minnesota,0514E85F-6200-E411-BEB5-00505683000D,Registered Course,10103
University of Mississippi,,Registered Course,10104
University of Mississippi,,,11984
University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,Education,8604
University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,Health Psychology,8592
University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,UnNamedDepartment,8804
University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,Registered Course,10105
University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,,11985
University of Missouri St. Louis,7825D5DA-975B-E911-8106-000C29A8E632,Educator Preparation & Leadership,8215
University of Missouri St. Louis,7825D5DA-975B-E911-8106-000C29A8E632,Registered Course,10106
University of Nebraska,3978F63D-985B-E911-8106-000C29A8E632,Psychology,8614
University of Nebraska,3978F63D-985B-E911-8106-000C29A8E632,Registered Course,10107
University of Nevada Las Vegas,13D1ED5C-985B-E911-8106-000C29A8E632,Ed and Clinical Studies,8445
University of Nevada Las Vegas,13D1ED5C-985B-E911-8106-000C29A8E632,Registered Course,10108
University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,UnNamedDepartment,8426
University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Education,8211
University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,8307
University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Registered Course,10109
University of New Brunswick,1214E85F-6200-E411-BEB5-00505683000D,Psychology,8567
University of New Brunswick,1214E85F-6200-E411-BEB5-00505683000D,Registered Course,10110
University of New Mexico,1C14E85F-6200-E411-BEB5-00505683000D,Department of Special Education,8241
University of New Mexico,1C14E85F-6200-E411-BEB5-00505683000D,Registered Course,10111
University of North Alabama,A253B016-995B-E911-8106-000C29A8E632,Psychology,8572
University of North Alabama,A253B016-995B-E911-8106-000C29A8E632,Registered Course,10112
University of North Carolina Charlotte,1A44578F-AD99-E911-810E-000C29A8E632,Special Education,8598
University of North Carolina Charlotte,1A44578F-AD99-E911-810E-000C29A8E632,Registered Course,10113
University of North Carolina Charlotte,1A44578F-AD99-E911-810E-000C29A8E632,,11986
University of North Carolina Wilmington,BC3BB648-FAB1-E411-B490-0050569C00A7,Psychology,8521
University of North Carolina Wilmington,BC3BB648-FAB1-E411-B490-0050569C00A7,Registered Course,10114
University of North Dakota,2014E85F-6200-E411-BEB5-00505683000D,Teaching and Learning,8551
University of North Dakota,2014E85F-6200-E411-BEB5-00505683000D,Registered Course,10115
University of North Dakota,2014E85F-6200-E411-BEB5-00505683000D,Education,10408
University of North Florida,1E14E85F-6200-E411-BEB5-00505683000D,Education,8636
University of North Florida,1E14E85F-6200-E411-BEB5-00505683000D,Special Education,8638
University of North Florida,1E14E85F-6200-E411-BEB5-00505683000D,Registered Course,10116
University of North Florida,1E14E85F-6200-E411-BEB5-00505683000D,,11987
University of North Texas,B6D8BF32-995B-E911-8106-000C29A8E632,Behavior Analysis,8205
University of North Texas,B6D8BF32-995B-E911-8106-000C29A8E632,Registered Course,10117
University of Northern Colorado,13564091-8B26-E711-B720-0050569C00A7,Special Education/School Psychology,8627
University of Northern Colorado,13564091-8B26-E711-B720-0050569C00A7,Registered Course,10118
University of Oklahoma,4158E065-6200-E411-BEB5-00505683000D,Special Education,8645
University of Oklahoma,4158E065-6200-E411-BEB5-00505683000D,Educational Psychology,8585
University of Oklahoma,4158E065-6200-E411-BEB5-00505683000D,Registered Course,10119
University of Oregon,FE54E065-6200-E411-BEB5-00505683000D,School Psychology,8264
University of Oregon,FE54E065-6200-E411-BEB5-00505683000D,Registered Course,10120
University of Parma,432F15B1-995B-E911-8106-000C29A8E632,"Dipartimento di Discipline Umanistiche, Sociali e delle Imprese Culturali",8367
University of Parma,432F15B1-995B-E911-8106-000C29A8E632,"Lettere Arti Storia e Società, Parma University",8350
University of Parma,432F15B1-995B-E911-8106-000C29A8E632,Registered Course,10121
University of Pittsburgh,0E03BA97-9B5B-E911-8106-000C29A8E632,"Instruction and Learning, Special Education",8556
University of Pittsburgh,0E03BA97-9B5B-E911-8106-000C29A8E632,Education,8650
University of Pittsburgh,0E03BA97-9B5B-E911-8106-000C29A8E632,Registered Course,10122
University of Pittsburgh Greensburg,A4DDD97C-9C5B-E911-8106-000C29A8E632,Psychology,8244
University of Pittsburgh Greensburg,A4DDD97C-9C5B-E911-8106-000C29A8E632,Registered Course,10123
University of Rochester,FF54E065-6200-E411-BEB5-00505683000D,Education,8412
University of Rochester,FF54E065-6200-E411-BEB5-00505683000D,Registered Course,10124
University of Saint Joseph,F7BC40C8-5AB1-E411-B490-0050569C00A7,Couseling and Applied Behavioral Studies,8642
University of Saint Joseph,F7BC40C8-5AB1-E411-B490-0050569C00A7,Counseling and Applied Behavioral Studies,8356
University of Saint Joseph,F7BC40C8-5AB1-E411-B490-0050569C00A7,UnNamedDepartment,8579
University of Saint Joseph,F7BC40C8-5AB1-E411-B490-0050569C00A7,Registered Course,10125
University of Saint Joseph,F7BC40C8-5AB1-E411-B490-0050569C00A7,,11988
University of Salerno,F6B3ACB4-9C5B-E911-8106-000C29A8E632,Faculty of Medicine,8347
University of Salerno,F6B3ACB4-9C5B-E911-8106-000C29A8E632,UnNamedDepartment,8313
University of Salerno,F6B3ACB4-9C5B-E911-8106-000C29A8E632,Registered Course,10126
University of Scranton,3E988772-A766-E911-8106-000C29A8E632,Counseling and Human Services,8219
University of Scranton,3E988772-A766-E911-8106-000C29A8E632,Registered Course,10127
University of South Alabama,,Registered Course,10128
University of South Alabama,,,11989
University of South Carolina,0255E065-6200-E411-BEB5-00505683000D,Special Education,8261
University of South Carolina,0255E065-6200-E411-BEB5-00505683000D,Registered Course,10129
University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,UnNamedDepartment,8234
University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,Child & Family Studies,8221
University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,Registered Course,10130
University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,Education,11611
University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,,11990
University of South Wales,1FA85007-F6B1-E411-B490-0050569C00A7,Psychology,8312
University of South Wales,1FA85007-F6B1-E411-B490-0050569C00A7,Registered Course,10131
University of Southern California,7DDC8518-B12E-E711-AD45-0050569C00A7,Psychology,8308
University of Southern California,7DDC8518-B12E-E711-AD45-0050569C00A7,Registered Course,10132
University of Southern California,7DDC8518-B12E-E711-AD45-0050569C00A7,,11991
University of Southern Maine,0C55E065-6200-E411-BEB5-00505683000D,Psychology,8298
University of Southern Maine,0C55E065-6200-E411-BEB5-00505683000D,Registered Course,10133
University of Southern Maine,0C55E065-6200-E411-BEB5-00505683000D,,11992
University of Southern Mississippi,0B55E065-6200-E411-BEB5-00505683000D,Psychology,8267
University of Southern Mississippi,0B55E065-6200-E411-BEB5-00505683000D,Registered Course,10134
University of St. Thomas,,Registered Course,10135
University of St. Thomas,,,11993
University of Tampere,AB068774-9D5B-E911-8106-000C29A8E632,Faculty of Social Sciences,8473
University of Tampere,AB068774-9D5B-E911-8106-000C29A8E632,Registered Course,10136
University of Tennessee,83D56495-9D5B-E911-8106-000C29A8E632,Special Education,8456
University of Tennessee,83D56495-9D5B-E911-8106-000C29A8E632,Registered Course,10137
University of Texas Austin,596AF46D-9E5B-E911-8106-000C29A8E632,Special Education,8402
University of Texas Austin,596AF46D-9E5B-E911-8106-000C29A8E632,Special Education - Extension,8497
University of Texas Austin,596AF46D-9E5B-E911-8106-000C29A8E632,Registered Course,10138
University of Texas Rio Grande Valley,31BFF705-081D-E611-998D-0050569C00A7,Education,8623
University of Texas Rio Grande Valley,31BFF705-081D-E611-998D-0050569C00A7,Psychology,8590
University of Texas Rio Grande Valley,31BFF705-081D-E611-998D-0050569C00A7,Registered Course,10139
University of Texas Rio Grande Valley,31BFF705-081D-E611-998D-0050569C00A7,Department of Human Development and School Services,10309
University of Texas San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,Interdisciplinary Learning & Teaching,8421
University of Texas San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,Educational Psychology,8409
University of Texas San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,UnNamedDepartment,8546
University of Texas San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,Interdisciplinary Learning & Teaching/Educational Psychology,8511
University of Texas San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,Registered Course,10140
University of Texas San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,,11994
University of the Pacific,1955E065-6200-E411-BEB5-00505683000D,Psychology,8570
University of the Pacific,1955E065-6200-E411-BEB5-00505683000D,Registered Course,10141
University of Ulster Coleraine,F4F6FE17-9F5B-E911-8106-000C29A8E632,School of Psychology,8446
University of Ulster Coleraine,F4F6FE17-9F5B-E911-8106-000C29A8E632,Registered Course,10142
University of Ulster Coleraine,F4F6FE17-9F5B-E911-8106-000C29A8E632,Psychology,10808
University of Utah,1DEFFF36-9F5B-E911-8106-000C29A8E632,Special Education,8213
University of Utah,1DEFFF36-9F5B-E911-8106-000C29A8E632,Registered Course,10143
University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,Curriculum Instruction and Special Education,8415
University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,"Curriculum, Instruction and Special Education",8455
University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,Registered Course,10144
University of Waikato,1D55E065-6200-E411-BEB5-00505683000D,UnNamedDepartment,8338
University of Waikato,1D55E065-6200-E411-BEB5-00505683000D,School of Psychology,8441
University of Waikato,1D55E065-6200-E411-BEB5-00505683000D,Registered Course,10145
University of Washington,2155E065-6200-E411-BEB5-00505683000D,Education,8557
University of Washington,2155E065-6200-E411-BEB5-00505683000D,Registered Course,10146
University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,Health Science,8596
University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,Center for Behavior Analysis,8203
University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,Health Sciences,8566
University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,Registered Course,10147
University of Wisconsin Madison,,Registered Course,10148
University of Wisconsin Madison,,,11995
University of Wisconsin Milwaukee,69B25356-C5B2-E411-BF61-0050569C00A7,Psychology,8420
University of Wisconsin Milwaukee,69B25356-C5B2-E411-BF61-0050569C00A7,Registered Course,10149
University of Wisconsin Whitewater,92ADA497-9F5B-E911-8106-000C29A8E632,Education,8597
University of Wisconsin Whitewater,92ADA497-9F5B-E911-8106-000C29A8E632,Special Education,8569
University of Wisconsin Whitewater,92ADA497-9F5B-E911-8106-000C29A8E632,Registered Course,10150
University of Zagreb,684E00CF-9F5B-E911-8106-000C29A8E632,"Faculty of Education and Rehabilitation Sciences, University of Zagreb",8504
University of Zagreb,684E00CF-9F5B-E911-8106-000C29A8E632,Registered Course,10151
Università degli Studi di Torino,,Registered Course,10060
Università degli Studi di Torino,,,11967
Uplus Academy,6BAB52FB-9F5B-E911-8106-000C29A8E632,Global Autism Project,8523
Uplus Academy,6BAB52FB-9F5B-E911-8106-000C29A8E632,Registered Course,10152
Utah State University,152FC9F3-5BB1-E411-B490-0050569C00A7,Special Education and Rehabilitation,8424
Utah State University,152FC9F3-5BB1-E411-B490-0050569C00A7,Special Education,8558
Utah State University,152FC9F3-5BB1-E411-B490-0050569C00A7,Registered Course,10153
Utah State University,152FC9F3-5BB1-E411-B490-0050569C00A7,,11996
Utah Valley University,A0BC5342-A05B-E911-8106-000C29A8E632,Behavioral Sciences,8641
Utah Valley University,A0BC5342-A05B-E911-8106-000C29A8E632,Education,8620
Utah Valley University,A0BC5342-A05B-E911-8106-000C29A8E632,School of Education,8564
Utah Valley University,A0BC5342-A05B-E911-8106-000C29A8E632,Registered Course,10154
Vanderbilt University,3C55E065-6200-E411-BEB5-00505683000D,UnNamedDepartment,8524
Vanderbilt University,3C55E065-6200-E411-BEB5-00505683000D,Registered Course,10155
Vanderbilt University,3C55E065-6200-E411-BEB5-00505683000D,Special Education,11609
Walden Univeristy,097383A1-F5B1-E811-8102-000C29A8E632,Registered Course,10156
Walden Univeristy,097383A1-F5B1-E811-8102-000C29A8E632,Psychology,11109
Wayne State University,6A55E065-6200-E411-BEB5-00505683000D,Education,8311
Wayne State University,6A55E065-6200-E411-BEB5-00505683000D,Psychology,8531
Wayne State University,6A55E065-6200-E411-BEB5-00505683000D,Registered Course,10157
Webster University,4263F69F-A05B-E911-8106-000C29A8E632,Multidisciplinary Studies,8233
Webster University,4263F69F-A05B-E911-8106-000C29A8E632,Special Education,8216
Webster University,4263F69F-A05B-E911-8106-000C29A8E632,Registered Course,10158
West Virginia University,337383A1-F5B1-E811-8102-000C29A8E632,Psychology,8230
West Virginia University,337383A1-F5B1-E811-8102-000C29A8E632,UnNamedDepartment,8458
West Virginia University,337383A1-F5B1-E811-8102-000C29A8E632,Registered Course,10159
Western Connecticut State University,3F7383A1-F5B1-E811-8102-000C29A8E632,Education,8210
Western Connecticut State University,3F7383A1-F5B1-E811-8102-000C29A8E632,Registered Course,10160
Western Michigan University,851311B3-1011-E411-B0E2-0050569C00A7,Department of Psychology,8315
Western Michigan University,851311B3-1011-E411-B0E2-0050569C00A7,Special Education,8257
Western Michigan University,851311B3-1011-E411-B0E2-0050569C00A7,Psychology,8237
Western Michigan University,851311B3-1011-E411-B0E2-0050569C00A7,Registered Course,10161
Western New England University,B29346B1-A05B-E911-8106-000C29A8E632,Psychology,8467
Western New England University,B29346B1-A05B-E911-8106-000C29A8E632,Registered Course,10162
Western New Mexico University,,Registered Course,10163
Western University,D19F51CA-A05B-E911-8106-000C29A8E632,Education,8560
Western University,D19F51CA-A05B-E911-8106-000C29A8E632,Registered Course,10164
Westfield State University,D3DBA9E2-A05B-E911-8106-000C29A8E632,Psychology,8490
Westfield State University,D3DBA9E2-A05B-E911-8106-000C29A8E632,Registered Course,10165
Whitworth University,30715163-CF92-E511-A86B-0050569C00A7,Special Education,8431
Whitworth University,30715163-CF92-E511-A86B-0050569C00A7,Registered Course,10166
Whitworth University,30715163-CF92-E511-A86B-0050569C00A7,Education,10311
William James College,8350D0EF-A05B-E911-8106-000C29A8E632,School Psychology,8355
William James College,8350D0EF-A05B-E911-8106-000C29A8E632,Registered Course,10167
Yonsei University,166EA2FD-A05B-E911-8106-000C29A8E632,Institution of Future Learning,8802
Yonsei University,166EA2FD-A05B-E911-8106-000C29A8E632,ABA at Institution of Future Learning,8440
Yonsei University,166EA2FD-A05B-E911-8106-000C29A8E632,Registered Course,10168
Youngstown State University,CA55E065-6200-E411-BEB5-00505683000D,Psychology,8452
Youngstown State University,CA55E065-6200-E411-BEB5-00505683000D,Registered Course,10169
,,,11907
