Internal ID,Credit System,Accrediting Body,Institution Name,Institution CRM ID,Unique Institution Name,New institution-flag,Internal ID
9203,Semester,NOKUT/ABAI,Oslo Metropolitan University,48566EA5-E15A-E911-8106-000C29A8E632,Oslo and Akershus University College of Applied Sciences,No,176
9742,Semester,https://www.chea.org/ouachita-baptist-university,Ouachita Baptist University,DEDB74FD-E948-EA11-8140-000C29A8E632,Ouachita Baptist University,Yes,177
9204,Semester,alternative path,Our Sunny World,14138C04-E25A-E911-8106-000C29A8E632,Our Sunny World,No,178
9205,Semester,Middle States Commission on Higher Education,Pennsylvania State University,4F7383A1-F5B1-E811-8102-000C29A8E632,Pennsylvania State University,No,179
9206,Semester,Middle States Commision on Higher Education,Pennsylvania State University Harrisburg,F366BEE7-E25A-E911-8106-000C29A8E632,Pennsylvania State University Harrisburg,No,180
9207,Semester,Western Association,Pepperdine University,FC416783-E65A-E911-8106-000C29A8E632,Pepperdine University,No,181
9208,Semester,Middle States Commission on Higher Education,Philadelphia College of Osteopathic Medicine,88A83A8F-0F5B-E511-A86B-0050569C00A7,Philadelphia College of Osteopathic Medicine,No,182
9209,Semester,Higher Learning Commission,Pittsburg State University,BE098F37-E75A-E911-8106-000C29A8E632,Pittsburg State University,No,183
9210,Quarter,Northwest Commission on Colleges & Universities,Portland State University,FA7E53CA-E75A-E911-8106-000C29A8E632,Portland State University,No,184
9211,Semester,Higher Learning Commission,Purdue University,DFF2697D-CBB2-E411-BF61-0050569C00A7,Purdue University,No,185
9212,Quarter,Higher Learning Commission,Purdue University Global,2634896C-6029-E911-8106-000C29A8E632,Purdue University Global,No,186
9213,Semester,tbd,Pusan National University,64A7BD9E-EC5A-E911-8106-000C29A8E632,Pusan National University,No,187
9214,Semester,Higher Education Evaluation Center of the Ministry of Higher Education,Qingdao University,EB1278D2-ED5A-E911-8106-000C29A8E632,Qingdao University,No,188
9215,Semester,Middle States Commission on Higher Education,Queens College,767EF840-EE5A-E911-8106-000C29A8E632,Queens College,No,189
9216,"The programme follows the UK Credit Accumulation and Transfer Scheme (CATS), in which 1 credit is equivalent to 10 notional hours of study (contact time and allocation for self-study).",Queen's University Belfast,Queen's University Belfast,EBC1CA74-EF5A-E911-8106-000C29A8E632,Queen's University Belfast,No,190
9217,Semester,New England Association of Schools & Colleges,Regis College,2FC0736E-F05A-E911-8106-000C29A8E632,Regis College,No,191
9218,European Credit Transfer System,Icelandic Ministry of Education,Reykjavík University,FEAF17E3-F15A-E911-8106-000C29A8E632,Reykjavík University,No,192
9219,Semester,Middle States Commission on Higher Education,Rider University,DCA9EF99-FD5A-E911-8106-000C29A8E632,Rider University,No,193
9220,Semester,Southern Association of Colleges and Schools Commission on Colleges,Rollins College,D111E85F-6200-E411-BEB5-00505683000D,Rollins College,No,194
9221,Semester,Middle States Commission on Higher Education,Rowan University,218B2A6C-61B1-E411-B490-0050569C00A7,Rowan University,No,195
9222,Semester,Middle States Commission on Higher Education,Rutgers university,D211E85F-6200-E411-BEB5-00505683000D,Rutgers University,No,196
9223,Semester,Middle States Commission on Higher Education,"Sage Colleges, The",21269466-FA68-E411-B490-0050569C00A7,Sage Colleges,No,197
9224,Semester,Higher Learning Commission,Saint Cloud State University,966FDE2A-FE5A-E911-8106-000C29A8E632,Saint Cloud State University,No,198
9225,Semester,Middle States Commission on Higher Education,Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Saint Joseph's University,No,199
9226,Semester,Ministry of Advanced Education and Skills Development,Saint Lawrence College,B9332234-015B-E911-8106-000C29A8E632,Saint Lawrence College,No,200
9227,Semester,Higher Learning Commission,Saint Louis University,F14763AB-F668-E411-B490-0050569C00A7,Saint Louis University,No,201
9228,Semester,New England Association of Schools & Colleges,Salem State University,1F2C994D-E6B3-E511-990B-0050569C00C5,Salem State University,No,202
9229,Semester,New England Association of Schools & Colleges,Salve Regina University,B8E89CE3-015B-E911-8106-000C29A8E632,Salve Regina University,No,203
9230,Semester,Southern Association of Colleges and Schools Commission on Colleges,Sam Houston State University,474BD830-F1B1-E411-B490-0050569C00A7,Sam Houston State University,No,204
9231,Semester,WASC; California Commission on Teacher Credentialing,San Diego State University,EA11E85F-6200-E411-BEB5-00505683000D,San Diego State University,No,205
9232,Semester,Southern Association of Colleges and Schools Commission on Colleges,Savannah State University,FB3F3E4D-025B-E911-8106-000C29A8E632,Savannah State University,No,206
9233,10 month course,Other,SEA ABA,6ED571D1-025B-E911-8106-000C29A8E632,SEA ABA,No,207
9234,,SEEK Applied Behavior Analysis Association-Taiwan,SEEK Applied Behavior Analysis Association - Taiwan,7C77E117-035B-E911-8106-000C29A8E632,SEEK Applied Behavior Analysis Association-Taiwan,No,208
9743,Semester,"Ministry of Training, Colleges and Universities",Seneca College,6D4DE4B0-E948-EA11-8140-000C29A8E632,Seneca College,Yes,209
9235,Semester,middle states commission on higher education,Seton Hall University,F464EBB7-035B-E911-8106-000C29A8E632,Seton Hall University,No,210
9236,Semester,Southern Association of Colleges and Schools Commission on Colleges (SACSCOC),Shenandoah University,7A23E613-C787-E511-A86B-0050569C00A7,Shenandoah University,No,211
9237,Semester,Middle States Commission on Higher Education,Shippensburg University,4012E85F-6200-E411-BEB5-00505683000D,Shippensburg University,No,212
9238,Semester,New England Association of Schools and Colleges,"Simmons University, Department of Behavior Analysis",E97BCFD9-FD86-E411-B490-0050569C00A7,Simmons University,No,213
9239,Semester,Middle States Commission on Higher Education,Slippery Rock University,E2D9020E-045B-E911-8106-000C29A8E632,Slippery Rock University of Pennsylvania,No,214
9240,Semester,Higher Learning Commission,Southeast Missouri State University,94468686-045B-E911-8106-000C29A8E632,Southeast Missouri State University,No,215
9241,Semester,New England Commission of Higher Education,Southern Connecticut State University,98D20C39-055B-E911-8106-000C29A8E632,Southern Connecticut State University,No,216
9242,Semester,Higher Learning Commission,Southern Illinois University,9F45FDBA-5681-E411-B490-0050569C00A7,Southern Illinois University,No,217
7,Semester,Southern Association of Colleges and Schools Commission on Colleges,St. Edwards University,E28EB578-DBB1-EA11-815A-000C29A8E632,St. Edwards University,Yes,218
9243,Semester,Higher Learning Commission,St. John's University,12FCED78-055B-E911-8106-000C29A8E632,St. John's University,No,219
9244,Semester,Higher Learning Commission,St. Joseph's College,C46D98E8-055B-E911-8106-000C29A8E632,St. Joseph's College,No,220
9435,Semester,Middle States Commission on Higher Education,State University of New York College at New Paltz,B117813D-065B-E911-8106-000C29A8E632,State University of New York College at New Paltz,No,221
9245,Semester,Stockholm University,Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,Stockholm University,No,222
9246,Semester,The Polish Accreditation Committee (PKA),SWPS University of Social Sciences and Humanities,0DE5001D-075B-E911-8106-000C29A8E632,SWPS University of Social Sciences and Humanities,No,223
9247,Semester,Taiwan Association for Behavior Analysis,Taiwan ABA,9957E065-6200-E411-BEB5-00505683000D,Taiwan Association for Behavior Analysis,No,224
9248,Semester,Tel Aviv University,Tel Aviv University,3EDDDCA2-075B-E911-8106-000C29A8E632,Tel Aviv University,No,225
9249,Semester,Middle States Commission on Higher Education,Temple University,2813E85F-6200-E411-BEB5-00505683000D,Temple University,No,226
9250,Semester,Southern Association of Colleges and Schools,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Tennessee Technological University,No,227
9251,Semester,Southern Association of Colleges and Schools Commission on Colleges,Texas A&M University-ABA Certificate Program,6DF2C8C5-46B1-E411-B490-0050569C00A7,Texas A&M University,No,228
9252,Semester,Southern Association of Colleges and Schools Commission on Colleges,Texas State University,0C535101-085B-E911-8106-000C29A8E632,Texas State University,No,229
9253,Semester,Southern Association of Colleges and Schools Commission on Colleges https://www.chea.org/texas-tech-university,Texas Tech University,F0C0D783-085B-E911-8106-000C29A8E632,Texas Tech University,No,230
9254,Semester,Southern Association of Colleges and Schools Commission on Colleges,Texas Tech University—The Burkhart Center,4A87C3A8-C33C-E711-B5CE-0050569C00A7,Texas Tech University,No,230
9255,Semester,Association of Universities and Colleges of Canada,The University of British Columbia,5143B430-8E5B-E911-8106-000C29A8E632,University of British Columbia,No,231
9256,Semester,Middle States Commission on Higher Education,Touro College,E1D61CE7-085B-E911-8106-000C29A8E632,Touro College,No,232
9257,Semester,Western Association of Schools & Colleges,Touro University California,CB506019-095B-E911-8106-000C29A8E632,Touro University California,No,233
9744,Semester,WASC Senior College and University Commission,Touro University Nevada,D13BFC7D-E948-EA11-8140-000C29A8E632,,Yes,234
9258,Semester,Higher Learning Commission,Trinity Christian College,EBBEF54E-895B-E911-8106-000C29A8E632,Trinity Christian College,No,235
9259,Online = 5 terms.  On campus = semester,Southern Association of Colleges & Schools,Troy University,3DAAEF10-8A5B-E911-8106-000C29A8E632,Troy University,No,236
9260,Semester,Other,Universidad Autónoma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Universidad Autónoma de Chile,No,237
9261,One year program,Universidad Compultense De Madrid,Universidad Complutense De Madrid,7A79D63D-8B5B-E911-8106-000C29A8E632,Universidad Compultense De Madrid,No,238
9262,Semester,Universidad del Istmo de Guatemala,Universidad del Istmo de Guatemala,A9FF3A63-8B5B-E911-8106-000C29A8E632,Universidad del Istmo de Guatemala,No,239
9263,Semester,Universidad Iberoamericana,Universidad Iberoamericana,21B8E3EC-8B5B-E911-8106-000C29A8E632,Universidad Iberoamericana,No,240
9264,Semester,Universidade de São Paulo,Universidade de São Paulo,B613E85F-6200-E411-BEB5-00505683000D,Universidade de São Paulo,No,241
9265,Semester,Camara de Educacao Superior (Chamber of Higher Education),Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Universidade Estadual de Londrina,No,242
9266,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Alabama in Huntsville,33A72EF4-AC99-E911-810E-000C29A8E632,University of Arizona,No,243
9267,Semester,Northwest Commission on Colleges & Universities,University of Alaska Anchorage,E70337A3-8C5B-E911-8106-000C29A8E632,University of Alaska Anchorage,No,244
9535,Semester,Higher Learning Commission,University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,University of Arizona,No,245
9268,Semester,Higher Learning Commission,University of Arkansas,11595CC4-8C5B-E911-8106-000C29A8E632,University of Arkansas,No,246
9269,Points,New Zealand Qualifications Authorityn,University of auckland,CE13E85F-6200-E411-BEB5-00505683000D,University of Auckland,No,247
9270,Semester,,University of British Columbia,4C2F0D18-A766-E911-8106-000C29A8E632,University of British Columbia,No,248
9271,Quarter,Western Association of Schools & Colleges,University of California Riverside,BD07D170-8E5B-E911-8106-000C29A8E632,University of California Riverside,No,249
9272,Quarter,Western Association of Schools and Colleges,University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,University of California Santa Barbara,No,250
9273,Semester,SACS,University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,University of Central Florida,No,251
9274,Semester,Higher Learning Commission,University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,University of Central Missouri,No,252
9275,Semester,Higher Learning Commission,University of Central Oklahoma,0F299124-915B-E911-8106-000C29A8E632,University of Central Oklahoma,No,253
9276,Semester,The Higher Learning Commission,University of Cincinnati,CC4FA898-9EB0-E411-B490-0050569C00A7,University of Cincinnati,No,254
9745,Semester,Higher Learning Commission & Council for the Accreditation of Educator Preparation,University of Colorado Colorado Springs,6F9944DF-E848-EA11-8140-000C29A8E632,,Yes,255
9277,Semester,Higher Learning Commission,University of Colorado Denver,933CCB8E-915B-E911-8106-000C29A8E632,University of Colorado Denver,No,256
9278,Semester,https://www.chea.org/university-dayton,University of Dayton,EABE1A2A-95FF-E711-858C-0050569C00A7,University of Dayton,No,257
9279,ECTS,Higher Education Authority Ireland,University of Dublin Trinity College,114F02EF-915B-E911-8106-000C29A8E632,University of Dublin Trinity College,No,258
9280,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Florida,DF13E85F-6200-E411-BEB5-00505683000D,University of Florida,No,259
9281,Semester,other,University of Gdansk,2941B958-925B-E911-8106-000C29A8E632,University of Gdansk,No,260
9282,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Georgia,E313E85F-6200-E411-BEB5-00505683000D,University of Georgia,No,261
9283,Semester,Western Association of Schools & Colleges,University of Hawaii,795FC571-08B2-E411-B490-0050569C00A7,University of Hawai'i Mānoa,No,262
2,Semester,Western Association of Schools & Colleges,University of Hawaiʻi at Mānoa,BDFA021F-DBB1-EA11-815A-000C29A8E632,University of Hawaiʻi Mānoa,Yes,262
9284,Semester,Southern Association of Colleges and Schools,University of Houston Victoria,588923A5-925B-E911-8106-000C29A8E632,University of Houston Victoria,No,263
9285,Semester,Southern Association of Colleges & Schools,"University of Houston, Clear Lake",E5CF252B-4DA7-E611-A5C2-0050569C00A7,University of Houston Clear Lake,No,264
9286,Semester,Higher Learning Commission,University of Illinois,E9C11AE7-925B-E911-8106-000C29A8E632,University of Illinois,No,265
1351,Semester,Higher Learning Commissiom,University of Illinois Urbana-Champaign,BAAF55FB-D7B1-EA11-815A-000C29A8E632,University of Illinois Urbana-Champaign,Yes,266
9287,Semester,Higher Learning Commission,University of Iowa,CA721018-935B-E911-8106-000C29A8E632,University of Iowa,No,267
9288,Semester,Higher Learning Commission of the North Central Association of Colleges and Schools,University of Kansas,EF13E85F-6200-E411-BEB5-00505683000D,University of Kansas,No,268
9289,Credit Linked to Contact and Study Hours,University of Kent,University of Kent,60929749-935B-E911-8106-000C29A8E632,University of Kent,No,269
9290,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Kentucky,FB13E85F-6200-E411-BEB5-00505683000D,University of Kentucky,No,270
9291,Semester,University of Lille,University of Lille,C3440377-935B-E911-8106-000C29A8E632,University of Lille,No,271
9292,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Louisville,6C38A0C5-935B-E911-8106-000C29A8E632,University of Louisville,No,272
9293,Semester,Department of Education and Training,University of Manitoba,FC13E85F-6200-E411-BEB5-00505683000D,University of Manitoba,No,273
9294,Semester,Middle States Commission on Higher Education,University of Maryland Baltimore County,D5A82C5C-945B-E911-8106-000C29A8E632,University of Maryland Baltimore County,No,274
9295,Semester,New England Commission of Higher Education,University of Massachusetts Boston,AB6DE37D-945B-E911-8106-000C29A8E632,University of Massachusetts Boston,No,275
9296,Semester,New England Association of Schools & Colleges,University of Massachusetts Dartmouth,9FED46E7-945B-E911-8106-000C29A8E632,University of Massachusetts Dartmouth,No,276
9297,Semester,New England Commission of Higher Education,University of Massachusetts Lowell,F14FE5A8-FCB1-E411-B490-0050569C00A7,University of Massachusetts Lowell,No,277
9298,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of memphis,0314E85F-6200-E411-BEB5-00505683000D,University of Memphis,No,278
9299,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Miami,1B8B3538-955B-E911-8106-000C29A8E632,University of Miami,No,279
9300,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of Miami - Center for Autism & Related Disabilities,604A7EEE-093C-E711-B5CE-0050569C00A7,University of Miami,No,279
9301,Semester,Higher Learning Commission,University of Michigan - Dearborn,9CEDCDCC-965B-E911-8106-000C29A8E632,University of Michigan - Dearborn,No,280
9302,Semester,Higher Learning Commission,University of Minnesota,0514E85F-6200-E411-BEB5-00505683000D,University of Minnesota,No,281
12,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Mississippi,2B04CB0E-84C0-EA11-815F-000C29A8E632,University of Mississippi,Yes,282
9303,Semester,Higher Learning Commission,University of Missouri Columbia,98BEC941-975B-E911-8106-000C29A8E632,University of Missouri Columbia,No,283
9304,Semester,Higher Learning Commission,University of Missouri St. Louis,7825D5DA-975B-E911-8106-000C29A8E632,University of Missouri St. Louis,No,284
9305,Semester,Higher Learning Commission,University of Nebraska,3978F63D-985B-E911-8106-000C29A8E632,University of Nebraska,No,285
9306,Semester,Northwest Commission on Colleges and Universities,University of Nevada Las Vegas,13D1ED5C-985B-E911-8106-000C29A8E632,University of Nevada Las Vegas,No,286
9307,Semester,Northwest Commission on Colleges and Universities,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,University of Nevada Reno,No,287
9308,Semester,Member of the Association of Universities & Colleges of Canada,University of New Brunswick,1214E85F-6200-E411-BEB5-00505683000D,University of New Brunswick,No,288
10,Semester,"Department of Post-Secondary Education, Training and Labour",University of New Brunswick/College of Extended Learning,1914E85F-6200-E411-BEB5-00505683000D,University of New Brunswick,Yes,288
9309,Semester,Higher Learning Commission,University of New Mexico,1C14E85F-6200-E411-BEB5-00505683000D,University of New Mexico,No,289
9310,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of North Alabama,A253B016-995B-E911-8106-000C29A8E632,University of North Alabama,No,290
9311,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of North Carolina Charlotte,1A44578F-AD99-E911-810E-000C29A8E632,University of North Carolina Charlotte,No,291
9312,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of North Carolina Wilmington,BC3BB648-FAB1-E411-B490-0050569C00A7,University of North Carolina Wilmington,No,292
9313,Semester,Higher Learning Commission,University of North Dakota,2014E85F-6200-E411-BEB5-00505683000D,University of North Dakota,No,293
9314,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of North Florida,1E14E85F-6200-E411-BEB5-00505683000D,University of North Florida,No,294
9315,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of North Texas,2314E85F-6200-E411-BEB5-00505683000D,University of North Texas,No,295
9316,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of North Texas,B6D8BF32-995B-E911-8106-000C29A8E632,University of North Texas,No,295
9317,Semester,Higher Learning Commission,University of Northern Colorado--Extended Campus,13564091-8B26-E711-B720-0050569C00A7,University of Northern Colorado,No,296
9318,Semester,Higher Learning Commission,University of Oklahoma,4158E065-6200-E411-BEB5-00505683000D,University of Oklahoma,No,297
9319,Quarter,Northwest Commission on Colleges & Universities,University of oregon,FE54E065-6200-E411-BEB5-00505683000D,University of Oregon,No,298
9320,60 credits   crediti formativi,University of Parma,University of Parma,432F15B1-995B-E911-8106-000C29A8E632,University of Parma,No,299
9321,Semester,Middle State Commission on Higher Education,University of Pittsburgh,0E03BA97-9B5B-E911-8106-000C29A8E632,University of Pittsburgh,No,300
9322,Semester,Middle States Commission on Higher Education,University of Pittsburgh Greensburg,A4DDD97C-9C5B-E911-8106-000C29A8E632,University of Pittsburgh Greensburg,No,301
9323,Semester,Middle States Commission on Higher Education,University of Rochester,FF54E065-6200-E411-BEB5-00505683000D,University of Rochester,No,302
9324,Semester,New England Commission of Higher Education,University of Saint Joseph,F7BC40C8-5AB1-E411-B490-0050569C00A7,University of Saint Joseph,No,303
9325,Semester,Italian Ministry for University - MIUR,University of Salerno,F6B3ACB4-9C5B-E911-8106-000C29A8E632,University of Salerno,No,304
9326,Semester,Middle States Commission on Higher Education,University of Scranton,3E988772-A766-E911-8106-000C29A8E632,University of Scranton,No,305
9327,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of South Carolina,0255E065-6200-E411-BEB5-00505683000D,University of South Carolina,No,306
9328,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of South Florida,D851AD65-81E7-E811-8105-000C29A8E632,University of South Florida,No,307
9329,Semester,Privy Council,University of South Wales,1FA85007-F6B1-E411-B490-0050569C00A7,University of South Wales,No,308
9330,Semester,WASC,University of Southern California,7DDC8518-B12E-E711-AD45-0050569C00A7,University of Southern California,No,309
9331,Semester,New England Commission of Higher Education,University of Southern Maine,0C55E065-6200-E411-BEB5-00505683000D,University of Southern Maine,No,310
9332,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of Southern Mississippi,0B55E065-6200-E411-BEB5-00505683000D,University of Southern Mississippi,No,311
9333,Semester,University of Tampere,University of Tampere,AB068774-9D5B-E911-8106-000C29A8E632,University of Tampere,No,312
9334,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of Tennessee,83D56495-9D5B-E911-8106-000C29A8E632,University of Tennessee,No,313
9335,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of Texas at San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,University of Texas San Antonio,No,314
9336,Semester,Southern Association of Colleges & Schools Commission on Colleges,University of Texas Austin,596AF46D-9E5B-E911-8106-000C29A8E632,University of Texas Austin,No,315
9337,Semester,Southern Association of Colleges and Schools Commission on Colleges - (SACSCOC),University of Texas Rio Grande Valley,31BFF705-081D-E611-998D-0050569C00A7,University of Texas Rio Grande Valley,No,316
9338,Semester,Western Association of Schools and Colleges,University of the Pacific,1955E065-6200-E411-BEB5-00505683000D,University of the Pacific,No,317
9339,Semester,University of Ulster Coleraine,University of Ulster Coleraine,F4F6FE17-9F5B-E911-8106-000C29A8E632,University of Ulster Coleraine,No,318
9340,Semester,Northwest Commission on Colleges & Universities,University of Utah,1DEFFF36-9F5B-E911-8106-000C29A8E632,University of Utah,No,319
9341,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,University of Virginia,No,320
9342,University of Waikato Point System (120pts = full time year),New Zealand Psychologists Board,University of Waikato,1D55E065-6200-E411-BEB5-00505683000D,University of Waikato,No,321
9343,Quarter,Northwest Commission on Colleges and Universities,University of Washington,2155E065-6200-E411-BEB5-00505683000D,University of Washington,No,322
9344,Semester,Southern Association of Colleges and Schools Commission on Colleges,University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,University of West Florida,No,323
9345,Semester,Higher Learning Commission,University of Wisconsin - Milwaukee,69B25356-C5B2-E411-BF61-0050569C00A7,University of Wisconsin Milwaukee,No,324
9346,Semester,Higher Learning Commission,University of Wisconsin Whitewater,92ADA497-9F5B-E911-8106-000C29A8E632,University of Wisconsin Whitewater,No,325
9347,Semester,Faculty of Education and Rehabilitation Sciences,University of Zagreb,684E00CF-9F5B-E911-8106-000C29A8E632,University of Zagreb,No,326
9348,Semester,"Education Department, Jiangsu Province",Uplus Academy,6BAB52FB-9F5B-E911-8106-000C29A8E632,Uplus Academy,No,327
9349,Semester,Northwest Commission on Colleges and Universities,Utah State University,152FC9F3-5BB1-E411-B490-0050569C00A7,Utah State University,No,328
9350,Semester,Northwest Commission on Colleges and Universities,Utah Valley University,A0BC5342-A05B-E911-8106-000C29A8E632,Utah Valley University,No,329
9351,Semester,Southern Association of Colleges and Schools Commission on Colleges,Vanderbilt University,3C55E065-6200-E411-BEB5-00505683000D,Vanderbilt University,No,330
9352,Quarter,Higher Learning Commission - (HLC),Walden Univeristy,097383A1-F5B1-E811-8102-000C29A8E632,Walden Univeristy,No,331
9353,Semester,Higher Learning Commission,Wayne State University,6A55E065-6200-E411-BEB5-00505683000D,Wayne State University,No,332
9354,Term/Semester: 6 hrs/wk (8 wks). 48 contact hrs total.,Higher Learning Commission,Webster University,4263F69F-A05B-E911-8106-000C29A8E632,Webster University,No,333
9746,Semester,Ministry of National Education,West University of Timişoara,1A5AA5AF-E748-EA11-8140-000C29A8E632,West University of Timişoara,Yes,334
9355,Semester,Higher Learning Commission,West Virginia University,337383A1-F5B1-E811-8102-000C29A8E632,West Virginia University,No,335
9356,Semester,New England Commission of Higher Education,Western Connecticut State University,3F7383A1-F5B1-E811-8102-000C29A8E632,Western Connecticut State University,No,336
9357,Semester,The Higher Learning Commission,Western Michigan University,851311B3-1011-E411-B0E2-0050569C00A7,Western Michigan University,No,337
9358,4 11-wk terms with 4 hour class periods,New England Association of Schools and Colleges,Western New England University,B29346B1-A05B-E911-8106-000C29A8E632,Western New England University,No,338
9359,Semester,Member of the Association of Universities & Colleges of Canada,Western University,D19F51CA-A05B-E911-8106-000C29A8E632,Western University,No,339
9360,Semester,New England Commission of Higher Education,Westfield State University,D3DBA9E2-A05B-E911-8106-000C29A8E632,Westfield State University,No,340
9361,Semester,Northwest Commission on Colleges and Universities,Whitworth University & Northwest Autism Center,30715163-CF92-E511-A86B-0050569C00A7,Whitworth University,No,341
9747,Semester,Higher Learning Commission,Wichita State University,9755E065-6200-E411-BEB5-00505683000D,Wichita State University,Yes,342
9362,Semester,New England Association for Colleges and Schools,William James College,8350D0EF-A05B-E911-8106-000C29A8E632,William James College,No,343
9363,Semester,Institute for Future Learning,Yonsei University,166EA2FD-A05B-E911-8106-000C29A8E632,Yonsei University,No,344
9748,Semester,Middle States Commission on Higher Education - (MSCHE),York College of Pennsylvania,FCABB72D-E748-EA11-8140-000C29A8E632,York College of Pennsylvania,Yes,345
9364,Semester,Higher Learning Commisson,Youngstown State University,CA55E065-6200-E411-BEB5-00505683000D,Youngstown State University,No,346
9185,Quarter,WASC Senior College and University Commission,National University,A17815A2-CE33-EA11-813A-000C29A8E632,National University,No,158
1,Semester,Postsecondary Education Quality Assessment Board (PEQAB),Durham College,F843C91C-8BE0-EA11-8169-000C29A8E632,Durham College,Yes,400
401,Semester,Higher Learning Commission,University of Detroit Mercy,1E66F09E-7CBC-EA11-815E-000C29A8E632,University of Detroit Mercy,Yes,401
402,Semester,Ministry of Colleges and Universities (Ontario Government),St. Lawrence College,A612E85F-6200-E411-BEB5-00505683000D,St. Lawrence College,Yes,402
403,Semester,"California State University, Los Angeles",,73E7FC4D-6200-E411-BEB5-00505683000D,California State University Los Angeles,,403
404,Semester,Southern Association of Colleges and Schools Commission on Colleges,Stephen F. Austin University,C48D58EA-B61E-EB11-8177-000C29A8E632,Stephen F. Austin University,,404
